label,major_axis_length,minor_axis_length,area,perimeter,ratio,roundness,maj_len,min_len,min_pos,min_len05,ratio_contour,hue_mean,hue_std,hue_skew,sat_mean,sat_std,sat_skew,val_mean,val_std,val_skew,int_mean,int_std,int_skew,name,location,img_no
34,1.8464,0.2862,0.4019,4.0767,0.155,0.3039,1.8061,0.294,0.27,0.2634,0.1628,0.1005,0.0383,10.5423,0.3775,0.1976,-0.21,0.3713,0.0575,-0.187,60.036,24.5952,0.7036,Fagus sylvatica,1,5
35,1.5499,0.2811,0.3351,3.4933,0.1814,0.3451,1.5796,0.2933,0.32,0.2647,0.1857,0.0924,0.0463,9.799,0.5216,0.2307,-0.7824,0.4104,0.0802,-0.1303,49.4451,24.0624,0.915,Fagus sylvatica,1,5
1,1.2691,0.1899,0.1808,2.7559,0.1496,0.2991,1.2671,0.2124,0.12,0.165,0.1676,0.0979,0.0608,6.901,0.3729,0.2413,0.0242,0.3045,0.0832,0.4223,50.9778,30.2255,0.9106,Fagus sylvatica,1,6
2,1.6462,0.2899,0.3597,3.6469,0.1761,0.3399,1.6343,0.3042,0.17,0.2587,0.1861,0.0863,0.0555,12.4651,0.5269,0.2224,-0.6451,0.3696,0.0694,-0.2504,45.4053,24.2679,1.0792,Fagus sylvatica,1,6
3,2.3443,0.3406,0.6034,5.3232,0.1453,0.2676,2.3714,0.3648,0.67,0.3152,0.1538,0.0858,0.042,12.3153,0.515,0.1966,-1.0023,0.354,0.0688,0.0119,44.7731,22.32,1.2818,Fagus sylvatica,1,6
4,1.7358,0.2721,0.3525,3.8616,0.1568,0.2971,1.7196,0.2861,0.26,0.2381,0.1664,0.0993,0.086,7.3915,0.4994,0.2421,-0.8342,0.391,0.0785,-0.4094,49.9676,26.522,1.1857,Fagus sylvatica,1,6
5,2.2683,0.4112,0.7148,5.177,0.1813,0.3351,2.321,0.4265,0.37,0.4006,0.1838,0.1014,0.0491,11.9394,0.3733,0.1672,-0.1194,0.3465,0.0815,0.024,55.9779,21.7835,0.6085,Fagus sylvatica,1,6
6,1.2437,0.2258,0.2112,2.8667,0.1816,0.323,1.2619,0.2382,0.17,0.2029,0.1888,0.0856,0.0602,10.7832,0.4645,0.2193,-0.5972,0.3415,0.0978,0.1697,47.3117,26.0123,1.1649,Fagus sylvatica,1,6
7,1.4762,0.3556,0.3939,3.6185,0.2409,0.378,1.5397,0.3798,0.28,0.3202,0.2467,0.084,0.0712,9.4293,0.6049,0.2602,-0.7591,0.3788,0.0836,0.1638,40.0366,29.0071,0.8994,Fagus sylvatica,1,6
8,1.3322,0.2037,0.2031,2.9733,0.1529,0.2887,1.3365,0.2136,0.11,0.1758,0.1598,0.0905,0.0863,7.4794,0.5153,0.2016,-0.8586,0.4542,0.0796,-0.2414,56.679,25.6057,0.6073,Fagus sylvatica,1,6
9,0.814,0.1396,0.0849,1.8581,0.1715,0.309,0.8435,0.1536,0.13,0.1259,0.1821,0.0991,0.1172,5.6901,0.4779,0.2064,-0.88,0.4601,0.0816,-0.2778,60.8413,24.1725,0.7102,Fagus sylvatica,1,6
10,1.7666,0.2597,0.3479,3.9173,0.147,0.2849,1.7396,0.2671,0.24,0.2395,0.1535,0.0869,0.0935,8.3048,0.5671,0.2436,-0.8558,0.353,0.0827,0.0685,40.8004,26.698,1.1141,Fagus sylvatica,1,6
11,2.0604,0.3088,0.4893,4.6123,0.1499,0.289,2.0924,0.3143,0.34,0.2984,0.1502,0.0943,0.0644,10.2027,0.3561,0.188,-0.0406,0.3595,0.1198,0.0802,59.095,26.5376,0.4863,Fagus sylvatica,1,6
12,1.7121,0.2556,0.3267,3.8818,0.1493,0.2725,1.738,0.2731,0.31,0.2248,0.1571,0.086,0.0573,10.7088,0.4232,0.1999,-0.4669,0.3323,0.0851,0.1754,49.8802,25.0218,1.1685,Fagus sylvatica,1,6
13,1.8769,0.3112,0.4459,4.1949,0.1658,0.3184,1.8717,0.3246,0.65,0.2978,0.1734,0.083,0.0472,12.224,0.4382,0.1858,-0.3927,0.3387,0.078,0.1204,49.4064,22.6779,1.0221,Fagus sylvatica,1,6
14,1.9685,0.2659,0.3892,4.471,0.1351,0.2447,1.9594,0.2849,0.39,0.241,0.1454,0.0777,0.0614,10.7457,0.4161,0.1658,-0.7529,0.3324,0.0764,-0.1137,49.0846,18.0973,1.6631,Fagus sylvatica,1,6
15,1.7791,0.2822,0.3791,4.038,0.1586,0.2922,1.776,0.2917,0.24,0.2521,0.1642,0.0892,0.0655,11.3843,0.4588,0.1796,-0.9069,0.4159,0.0841,-0.9921,57.3947,22.3328,0.8328,Fagus sylvatica,1,6
16,1.326,0.2098,0.208,2.9378,0.1582,0.3029,1.332,0.2235,0.31,0.1877,0.1678,0.0912,0.0764,7.6762,0.4898,0.1983,-0.9889,0.45,0.069,-0.2618,58.2488,22.9242,0.8905,Fagus sylvatica,1,6
17,0.4641,0.1856,0.0644,1.462,0.3999,0.3786,0.4984,0.2128,0.47,0.1896,0.427,0.1084,0.0761,6.7497,0.3577,0.1919,0.2531,0.3362,0.0941,-0.0578,56.5101,22.9111,0.5968,Fagus sylvatica,1,6
18,1.1398,0.1841,0.1571,2.596,0.1615,0.2929,1.1597,0.1943,0.31,0.1637,0.1675,0.0883,0.0957,7.7501,0.5558,0.1889,-1.3798,0.4449,0.0621,-0.4377,50.4359,22.3739,1.3454,Fagus sylvatica,1,6
19,1.1346,0.1861,0.1581,2.566,0.164,0.3017,1.1443,0.1957,0.28,0.164,0.171,0.1001,0.1202,6.1413,0.5363,0.1789,-1.3531,0.5008,0.0903,-0.1981,58.7256,22.0587,0.6976,Fagus sylvatica,1,6
20,1.2167,0.1904,0.1722,2.7393,0.1565,0.2884,1.2146,0.2075,0.12,0.1656,0.1708,0.0975,0.1108,6.1721,0.4886,0.2254,-0.7719,0.4114,0.0967,-0.0784,54.314,26.7518,0.7078,Fagus sylvatica,1,6
21,1.6256,0.2671,0.3281,3.7023,0.1643,0.3008,1.6449,0.2847,0.15,0.2414,0.1731,0.0923,0.0871,8.3893,0.5336,0.1995,-1.2417,0.417,0.0737,0.172,49.9235,23.6562,1.2425,Fagus sylvatica,1,6
22,1.6399,0.2697,0.3346,3.6951,0.1645,0.308,1.6019,0.2786,0.35,0.2457,0.1739,0.0979,0.0363,2.1617,0.3072,0.1761,-0.0195,0.3235,0.0756,-0.2185,58.2274,23.5643,0.705,Fagus sylvatica,1,6
23,1.7132,0.2541,0.3206,4.1892,0.1483,0.2296,1.7441,0.3054,0.27,0.2251,0.1751,0.0921,0.0876,8.2691,0.5248,0.1885,-1.3003,0.4393,0.08,-0.4892,53.1776,22.3019,1.1098,Fagus sylvatica,1,6
24,1.2375,0.1962,0.1827,2.7884,0.1585,0.2953,1.2841,0.21,0.31,0.1758,0.1635,0.088,0.1137,7.0784,0.524,0.1755,-1.257,0.5189,0.107,-0.0039,62.6193,23.5615,0.4412,Fagus sylvatica,1,6
25,1.5823,0.2562,0.3104,3.5795,0.1619,0.3044,1.6013,0.2639,0.36,0.2392,0.1648,0.0887,0.0563,12.4272,0.4694,0.1862,-0.918,0.3775,0.0807,0.2288,51.5369,22.0126,1.0201,Fagus sylvatica,1,6
26,0.9143,0.1652,0.1046,2.1087,0.1807,0.2956,0.947,0.1854,0.36,0.1426,0.1958,0.0931,0.1202,6.1849,0.4089,0.1857,-0.5341,0.3807,0.082,-0.1561,56.8481,21.4829,1.1764,Fagus sylvatica,1,6
27,1.0787,0.2173,0.1734,2.6675,0.2014,0.3062,1.1155,0.3105,0.28,0.19,0.2784,0.0869,0.086,8.5656,0.4755,0.1929,-0.785,0.3823,0.082,-0.1239,51.8861,24.4469,1.0842,Fagus sylvatica,1,6
1,1.5903,0.5355,0.6211,4.1673,0.3367,0.4494,1.6596,0.5837,0.2,0.4573,0.3517,0.1203,0.0556,1.8214,0.3175,0.1485,-0.3504,0.3024,0.0637,1.4166,53.2239,19.688,1.7807,Populus canadensis,1,1
2,1.8799,0.7637,1.0463,5.1475,0.4062,0.4962,1.9679,0.8073,0.16,0.707,0.4102,0.1722,0.0492,2.0794,0.2926,0.1418,-0.3902,0.3047,0.0742,1.0427,56.2652,23.4739,1.4403,Populus canadensis,1,1
3,1.0983,0.3207,0.2632,2.65,0.292,0.471,1.1259,0.3441,0.19,0.2815,0.3056,0.1259,0.0416,9.3764,0.369,0.1649,-0.7157,0.3517,0.081,2.8523,57.5331,26.1821,2.8612,Populus canadensis,1,1
4,1.3094,0.4482,0.4325,3.3513,0.3423,0.4839,1.3743,0.4675,0.29,0.3933,0.3402,0.111,0.0444,6.9167,0.3236,0.1421,-0.5865,0.2758,0.0713,1.2679,48.2115,19.3479,1.7872,Populus canadensis,1,1
5,1.7461,0.72,0.9202,4.5965,0.4123,0.5473,1.8166,0.7817,0.18,0.6734,0.4303,0.1479,0.035,0.0399,0.3231,0.1354,-0.6376,0.2768,0.0869,2.3641,49.3524,25.0164,2.3737,Populus canadensis,1,1
6,1.1833,0.4229,0.3689,3.0246,0.3574,0.5067,1.2249,0.4502,0.2,0.3553,0.3675,0.1256,0.0382,6.0987,0.3784,0.1656,-0.4453,0.3362,0.0506,0.9378,53.8877,20.0146,1.5666,Populus canadensis,1,1
7,1.2629,0.426,0.4044,3.1841,0.3373,0.5012,1.3089,0.4412,0.19,0.3747,0.3371,0.137,0.0375,10.5282,0.4259,0.166,-1.0697,0.323,0.0636,1.5599,47.6914,19.0635,1.8539,Populus canadensis,1,1
8,1.3286,0.42,0.3668,3.2932,0.3161,0.425,1.352,0.4902,0.12,0.3636,0.3626,0.1174,0.0336,6.6874,0.374,0.1737,-0.4126,0.3097,0.0773,2.3443,51.0696,25.5291,1.9675,Populus canadensis,1,1
9,1.7299,0.517,0.5674,4.1919,0.2989,0.4058,1.7548,0.603,0.09,0.4002,0.3436,0.1182,0.046,0.9286,0.2837,0.1304,-0.0542,0.3237,0.0651,1.0371,59.2865,17.856,1.5054,Populus canadensis,1,1
10,1.3783,0.4076,0.3804,3.4384,0.2957,0.4043,1.3731,0.4681,0.41,0.3383,0.3409,0.1106,0.0426,9.2398,0.3583,0.1566,-0.5421,0.3178,0.0638,0.9961,53.0881,21.6988,1.5066,Populus canadensis,1,1
11,1.1253,0.3604,0.304,2.8028,0.3203,0.4863,1.1923,0.3908,0.28,0.3108,0.3278,0.1196,0.0559,9.8426,0.3933,0.1516,-0.9743,0.3328,0.0718,1.1768,51.4569,18.0764,1.8838,Populus canadensis,1,1
12,1.9151,0.7415,1.0425,4.9726,0.3872,0.5298,1.9496,0.7992,0.37,0.6712,0.4099,0.1522,0.05,4.0178,0.3347,0.1581,-0.3489,0.3298,0.0782,1.6542,56.4274,21.7144,1.6157,Populus canadensis,1,1
13,1.4652,0.5247,0.5514,3.7255,0.3581,0.4992,1.5135,0.5703,0.36,0.42,0.3768,0.1329,0.0406,11.0836,0.3865,0.1507,-0.5204,0.3596,0.0537,0.8123,56.2206,17.2799,1.623,Populus canadensis,1,1
14,1.819,0.6369,0.8374,4.7337,0.3501,0.4696,1.8686,0.6943,0.12,0.5668,0.3716,0.1204,0.0346,6.1417,0.31,0.1485,0.2075,0.3013,0.0811,1.6486,53.2087,19.8937,1.4533,Populus canadensis,1,1
15,1.853,0.6574,0.9003,4.7626,0.3548,0.4988,1.9168,0.7267,0.17,0.587,0.3791,0.1517,0.0517,2.9925,0.3645,0.1538,-0.8125,0.32,0.075,1.7981,53.0592,23.1008,1.8734,Populus canadensis,1,1
16,1.5195,0.6271,0.6753,3.901,0.4127,0.5576,1.5768,0.6742,0.13,0.5788,0.4276,0.147,0.0398,3.0826,0.3477,0.151,-0.4832,0.3162,0.0688,1.0742,53.4288,20.8497,1.4272,Populus canadensis,1,1
17,1.819,0.6411,0.8405,4.6719,0.3524,0.4839,1.8503,0.7236,0.15,0.5863,0.3911,0.1336,0.0316,3.9547,0.3518,0.1405,-0.3239,0.3591,0.0836,1.2851,60.4731,23.6503,1.3421,Populus canadensis,1,1
18,1.6915,0.6703,0.8363,4.4202,0.3963,0.5379,1.7796,0.6926,0.46,0.6473,0.3892,0.1417,0.0546,4.6715,0.3834,0.1727,-0.73,0.3179,0.0834,1.6646,51.3872,25.0088,1.8833,Populus canadensis,1,1
19,1.3726,0.5343,0.5542,3.4711,0.3893,0.578,1.4006,0.544,0.17,0.4839,0.3884,0.1292,0.0806,6.5674,0.3852,0.1801,-0.6514,0.3184,0.074,2.099,51.0564,23.5306,1.819,Populus canadensis,1,1
20,1.6517,0.623,0.7195,4.3377,0.3772,0.4805,1.7086,0.6963,0.45,0.5541,0.4075,0.1196,0.0447,4.7278,0.3193,0.1393,-0.3071,0.3373,0.0688,1.2212,59.1194,19.9023,1.2942,Populus canadensis,1,1
21,1.7161,0.6168,0.7618,4.461,0.3594,0.481,1.8052,0.6551,0.25,0.5114,0.3629,0.1159,0.0514,7.0982,0.3382,0.1495,-0.4076,0.3452,0.0576,0.6923,58.8385,19.0311,0.9088,Populus canadensis,1,1
22,1.673,0.6201,0.763,4.299,0.3707,0.5188,1.7751,0.642,0.41,0.5967,0.3617,0.1318,0.0408,4.2899,0.3567,0.1722,-0.4273,0.3358,0.0874,2.5569,56.2687,26.6728,2.3731,Populus canadensis,1,1
23,1.3218,0.4615,0.4493,3.3561,0.3491,0.5013,1.363,0.4873,0.24,0.4028,0.3575,0.1104,0.0507,5.9923,0.3868,0.1616,-0.4695,0.3527,0.0669,1.1976,54.8994,17.9286,1.4151,Populus canadensis,1,1
24,1.1913,0.4492,0.402,3.0782,0.3771,0.5331,1.2513,0.476,0.29,0.4163,0.3804,0.1253,0.0233,4.9863,0.3994,0.1492,-1.037,0.35,0.0544,0.6665,54.1417,18.8138,1.7113,Populus canadensis,1,1
1,1.3182,0.4169,0.3942,3.2877,0.3163,0.4583,1.3423,0.4627,0.14,0.3373,0.3447,0.1498,0.1364,4.7262,0.4501,0.2115,-0.5263,0.3068,0.0744,0.0051,44.7888,23.6218,0.8248,Populus canadensis,1,10
2,1.9403,0.6447,0.9334,5.0688,0.3323,0.4565,2.0085,0.6807,0.19,0.576,0.3389,0.1396,0.0422,5.9364,0.3365,0.1459,-0.4191,0.2698,0.0873,1.9446,46.6826,22.776,2.2034,Populus canadensis,1,10
3,1.618,0.4951,0.5901,4.0875,0.306,0.4438,1.6569,0.5438,0.17,0.4132,0.3282,0.1023,0.0839,7.6987,0.3917,0.1765,-0.52,0.2899,0.0721,1.1879,46.069,21.5658,1.3966,Populus canadensis,1,10
4,1.3516,0.3702,0.3358,3.2072,0.2739,0.4102,1.3128,0.4391,0.34,0.2718,0.3345,0.1274,0.0333,9.8755,0.4877,0.2102,-0.6969,0.3264,0.0812,0.9188,43.4199,22.6677,1.0772,Populus canadensis,1,10
5,1.6564,0.624,0.7634,4.2285,0.3767,0.5365,1.7443,0.6869,0.18,0.5823,0.3938,0.1342,0.0574,6.2649,0.4906,0.2146,-0.8214,0.3152,0.0843,1.9425,42.2359,26.0872,2.2348,Populus canadensis,1,10
6,1.4816,0.6049,0.6636,4.0695,0.4083,0.5035,1.5395,0.6389,0.25,0.5249,0.415,0.1218,0.0919,6.9577,0.4895,0.1921,-0.7191,0.3249,0.0667,0.2154,42.5721,19.9739,1.3217,Populus canadensis,1,10
7,1.6668,0.6064,0.7404,4.327,0.3638,0.4969,1.7791,0.6839,0.24,0.5749,0.3844,0.1249,0.0434,7.6427,0.4871,0.1873,-0.9261,0.3224,0.0747,1.0134,43.2425,22.181,1.5265,Populus canadensis,1,10
8,1.6171,0.5959,0.6974,4.6317,0.3685,0.4085,1.6921,0.6322,0.44,0.5668,0.3736,0.1127,0.0327,7.1819,0.3914,0.1482,-0.552,0.3124,0.0799,0.9393,49.7697,21.8908,1.3463,Populus canadensis,1,10
9,1.7754,0.5886,0.7384,4.8189,0.3315,0.3996,1.8775,0.6366,0.47,0.572,0.3391,0.1329,0.0496,6.7253,0.4921,0.2026,-0.6926,0.3254,0.093,1.4707,43.9438,27.6174,2.0277,Populus canadensis,1,10
10,1.3894,0.4989,0.5216,3.4766,0.3591,0.5423,1.4249,0.5072,0.34,0.4497,0.356,0.1253,0.0444,11.8033,0.5152,0.1565,-1.2031,0.3647,0.0512,0.4371,45.5568,17.6383,1.4094,Populus canadensis,1,10
11,1.5128,0.4799,0.4825,3.6785,0.3172,0.4481,1.484,0.5748,0.09,0.3538,0.3873,0.1165,0.049,10.4106,0.4791,0.2041,-0.6679,0.3319,0.0777,1.0226,45.1463,24.2853,1.4967,Populus canadensis,1,10
12,1.4321,0.5967,0.6504,3.7227,0.4167,0.5898,1.5175,0.6261,0.35,0.5734,0.4126,0.1256,0.045,11.5772,0.5387,0.2013,-0.8354,0.3309,0.075,1.1628,39.6264,22.7649,1.8313,Populus canadensis,1,10
13,1.4325,0.4847,0.4254,3.7391,0.3384,0.3824,1.3958,0.5919,0.16,0.3389,0.4241,0.1304,0.0517,10.9619,0.5385,0.2124,-0.8683,0.3695,0.0743,0.6415,43.9294,23.3268,1.1543,Populus canadensis,1,10
14,1.0281,0.3709,0.2908,2.5781,0.3608,0.5498,1.0978,0.4034,0.34,0.3668,0.3675,0.0954,0.0557,11.7647,0.4976,0.1995,-0.6558,0.3198,0.073,1.0336,42.3572,22.4158,1.1925,Populus canadensis,1,10
15,1.9991,0.5713,0.8627,5.04,0.2858,0.4268,2.0317,0.6092,0.37,0.513,0.2998,0.129,0.0559,10.9761,0.5551,0.2147,-0.8829,0.364,0.0924,1.6548,41.5399,26.3256,2.6341,Populus canadensis,1,10
16,1.4727,0.5785,0.6366,3.7952,0.3928,0.5554,1.5253,0.625,0.35,0.5153,0.4098,0.0861,0.0911,7.8068,0.5446,0.2083,-0.7602,0.3134,0.0743,1.4873,36.9639,21.9997,1.7496,Populus canadensis,1,10
17,1.483,0.5574,0.5887,3.8608,0.3759,0.4963,1.5772,0.5896,0.2,0.4532,0.3738,0.1201,0.0336,10.7726,0.5524,0.2154,-0.8635,0.3817,0.0743,0.3793,44.2709,25.2543,1.2824,Populus canadensis,1,10
18,1.5765,0.5876,0.6821,4.0383,0.3727,0.5256,1.7204,0.6463,0.28,0.5785,0.3757,0.1094,0.0767,8.6932,0.4552,0.2079,-0.5313,0.3551,0.0997,1.6869,51.7974,31.6128,1.7549,Populus canadensis,1,10
1,1.678,0.6382,0.7658,4.2841,0.3803,0.5243,1.7472,0.7192,0.45,0.5948,0.4116,0.1369,0.0309,2.8067,0.3475,0.1369,-0.5301,0.3157,0.0746,1.5987,53.1715,20.6825,2.1488,Populus canadensis,1,11
2,1.9095,0.5557,0.7963,4.7073,0.291,0.4516,1.8951,0.5617,0.28,0.4945,0.2964,0.1532,0.0497,9.0592,0.3634,0.1712,-0.3709,0.32,0.0961,1.4024,51.292,19.7879,1.5721,Populus canadensis,1,11
3,1.6937,0.7207,0.925,4.6952,0.4255,0.5273,1.812,0.7803,0.3,0.6808,0.4306,0.1216,0.04,9.147,0.3186,0.1308,-0.4753,0.2927,0.0713,2.0083,51.1105,18.5287,2.7189,Populus canadensis,1,11
4,1.8124,0.6968,0.9193,4.7614,0.3845,0.5096,1.955,0.7872,0.19,0.673,0.4027,0.1371,0.0405,8.4394,0.3243,0.1165,-0.622,0.3114,0.0759,2.0263,54.0043,19.0263,2.7129,Populus canadensis,1,11
5,1.1905,0.4407,0.3838,3.1065,0.3702,0.4998,1.2231,0.4629,0.26,0.3696,0.3785,0.1277,0.0434,11.6551,0.4135,0.1562,-0.6815,0.351,0.0673,0.7286,53.0134,19.9675,1.2637,Populus canadensis,1,11
6,1.593,0.6113,0.7284,4.528,0.3837,0.4464,1.6537,0.6721,0.45,0.5542,0.4064,0.1316,0.0717,7.8414,0.3608,0.1649,-0.5619,0.3147,0.0794,1.346,52.0041,22.055,1.5102,Populus canadensis,1,11
7,1.3048,0.4746,0.4676,3.2882,0.3637,0.5435,1.3192,0.4924,0.4,0.4357,0.3733,0.1264,0.0387,8.6758,0.4069,0.1774,-0.4303,0.3581,0.0789,2.2675,54.67,24.0012,2.3852,Populus canadensis,1,11
8,1.6259,0.4103,0.4931,3.8355,0.2524,0.4212,1.6055,0.4409,0.08,0.3548,0.2746,0.1212,0.062,9.9497,0.3316,0.1628,-0.3256,0.3343,0.0945,2.1316,58.2756,27.7267,2.1883,Populus canadensis,1,11
9,1.4903,0.4989,0.5443,3.7024,0.3348,0.499,1.5199,0.5301,0.34,0.4437,0.3488,0.1123,0.038,5.5227,0.3782,0.1634,-0.6521,0.3266,0.0656,1.4136,52.6087,21.0116,1.5073,Populus canadensis,1,11
10,1.4855,0.5327,0.4788,3.8177,0.3586,0.4128,1.4956,0.6113,0.11,0.2991,0.4087,0.1207,0.0456,9.7836,0.3903,0.1719,-0.351,0.3362,0.0874,0.6652,52.2628,21.5559,1.3971,Populus canadensis,1,11
11,1.3358,0.4019,0.3743,3.7363,0.3009,0.3369,1.3462,0.4716,0.18,0.2902,0.3503,0.1261,0.0405,6.6456,0.3948,0.1602,-0.4488,0.3564,0.1016,2.1993,55.2958,22.4386,1.3063,Populus canadensis,1,11
12,1.5079,0.5738,0.6241,3.9005,0.3805,0.5155,1.5173,0.6075,0.28,0.4677,0.4004,0.1142,0.0418,9.6786,0.4159,0.1641,-0.4634,0.3396,0.0773,1.578,51.4135,21.9368,1.3647,Populus canadensis,1,11
13,1.6366,0.5124,0.6067,4.1945,0.3131,0.4333,1.7341,0.5495,0.43,0.5114,0.3169,0.1221,0.0379,8.1793,0.4194,0.1728,-0.6631,0.3572,0.0711,1.7057,53.4027,21.6692,1.6742,Populus canadensis,1,11
14,1.2212,0.44,0.3989,3.1291,0.3603,0.512,1.2509,0.4663,0.2,0.3835,0.3728,0.1133,0.0964,7.5718,0.355,0.1641,-0.4109,0.3031,0.0615,0.6762,50.8797,20.8114,1.2802,Populus canadensis,1,11
15,0.9498,0.3337,0.238,2.403,0.3513,0.5179,0.9574,0.3958,0.34,0.2799,0.4134,0.1212,0.0426,10.2462,0.3795,0.162,-0.1693,0.3667,0.1064,1.5882,57.3105,21.7761,1.601,Populus canadensis,1,11
16,1.2286,0.366,0.2996,2.9483,0.2979,0.4331,1.2341,0.4236,0.38,0.301,0.3432,0.1286,0.0428,6.5605,0.3797,0.1598,-0.6455,0.3257,0.0703,1.4917,52.4639,21.4539,1.4685,Populus canadensis,1,11
17,1.1797,0.4597,0.3909,3.0371,0.3897,0.5325,1.2324,0.519,0.25,0.381,0.4211,0.1368,0.0361,6.3037,0.3815,0.1555,-0.6343,0.3354,0.0576,1.1463,54.0163,21.1033,1.3584,Populus canadensis,1,11
1,1.7056,0.6395,0.7898,4.5274,0.3749,0.4842,1.7625,0.7286,0.16,0.5491,0.4134,0.0997,0.0491,6.3821,0.493,0.187,-0.7011,0.2888,0.0911,1.3167,38.3712,21.9028,1.4407,Populus canadensis,1,12
2,1.7909,0.6876,0.894,4.6366,0.3839,0.5226,1.8694,0.7398,0.46,0.6628,0.3957,0.14,0.0429,3.8333,0.4609,0.1963,-0.5683,0.3158,0.0919,2.1178,45.4154,28.6793,2.1642,Populus canadensis,1,12
3,1.947,0.7693,1.1098,5.5655,0.3951,0.4502,2.0295,0.8215,0.53,0.7033,0.4048,0.1621,0.1199,4.2354,0.5008,0.2189,-0.8019,0.2912,0.0888,1.2592,38.0954,23.3686,1.5715,Populus canadensis,1,12
4,1.1756,0.3692,0.3099,2.8863,0.3141,0.4675,1.1644,0.4187,0.1,0.342,0.3596,0.1168,0.071,8.9342,0.4567,0.2088,-0.2629,0.3014,0.0692,1.6972,43.081,22.619,1.1753,Populus canadensis,1,12
5,1.6814,0.6694,0.832,4.711,0.3981,0.4711,1.6608,0.7192,0.11,0.5846,0.433,0.1069,0.0444,7.5361,0.4453,0.2069,-0.4479,0.2899,0.089,1.2437,42.0104,24.3064,1.6235,Populus canadensis,1,12
6,1.2765,0.3865,0.3629,3.2537,0.3028,0.4308,1.323,0.4446,0.11,0.3222,0.3361,0.1301,0.0348,14.4362,0.5584,0.1706,-1.1403,0.3672,0.0628,0.3156,41.5812,18.8343,1.5205,Populus canadensis,1,12
7,1.5112,0.4688,0.5214,3.8377,0.3102,0.4449,1.585,0.5031,0.19,0.4052,0.3174,0.1175,0.0416,6.3403,0.517,0.1823,-0.9003,0.3383,0.0602,0.4362,41.9834,18.789,1.2292,Populus canadensis,1,12
8,1.0911,0.4308,0.35,2.9007,0.3948,0.5227,1.1267,0.4529,0.15,0.3862,0.402,0.1124,0.0549,9.7443,0.556,0.2608,-0.5132,0.2936,0.0728,0.5684,35.0398,24.9239,1.0142,Populus canadensis,1,12
9,1.1909,0.4216,0.3146,3.1711,0.354,0.3931,1.1882,0.4852,0.39,0.3054,0.4083,0.1235,0.063,10.5922,0.4901,0.2004,-0.6311,0.3328,0.0738,0.7183,44.6353,23.1088,1.154,Populus canadensis,1,12
10,1.2755,0.3905,0.3716,3.1765,0.3062,0.4628,1.2528,0.4296,0.09,0.3424,0.3429,0.1197,0.0813,8.7039,0.4769,0.2206,-0.3844,0.3516,0.107,2.2554,47.9265,32.031,2.7769,Populus canadensis,1,12
11,1.3047,0.3834,0.3375,3.2091,0.2939,0.4118,1.2583,0.4568,0.31,0.2706,0.363,0.1264,0.0995,6.977,0.602,0.2254,-0.9927,0.3483,0.0987,2.0792,37.5205,29.7922,2.4494,Populus canadensis,1,12
12,1.7162,0.6076,0.7673,4.7392,0.354,0.4293,1.7663,0.6749,0.39,0.5698,0.3821,0.1115,0.0854,7.1935,0.4127,0.2152,-0.2351,0.3005,0.1084,1.3513,46.3057,28.5079,2.0021,Populus canadensis,1,12
13,1.657,0.6645,0.8017,4.3326,0.401,0.5367,1.7157,0.7361,0.18,0.5661,0.429,0.1327,0.0415,6.1563,0.489,0.2045,-0.7964,0.3016,0.0735,1.062,40.3207,22.3748,1.565,Populus canadensis,1,12
14,1.7177,0.5898,0.7618,4.635,0.3434,0.4456,1.7474,0.6072,0.25,0.5434,0.3475,0.1023,0.0345,4.2293,0.5367,0.1862,-0.7181,0.3253,0.0734,0.9285,39.5069,21.4539,1.429,Populus canadensis,1,12
1,1.7458,0.6111,0.7819,4.4943,0.35,0.4864,1.8729,0.6659,0.21,0.5982,0.3555,0.1545,0.0461,5.2835,0.4798,0.2048,-0.7541,0.3086,0.0898,1.7514,43.4417,28.1991,1.7257,Populus canadensis,1,2
2,0.9281,0.3306,0.2291,2.5617,0.3562,0.4387,0.9532,0.4025,0.24,0.2953,0.4223,0.1269,0.0589,9.5882,0.4894,0.2119,-0.3478,0.2878,0.0994,1.3397,36.4321,20.1418,1.8227,Populus canadensis,1,2
3,1.4845,0.4456,0.4982,3.7589,0.3002,0.4431,1.578,0.4803,0.31,0.4137,0.3044,0.1363,0.0333,9.6729,0.5359,0.1807,-1.3775,0.3487,0.062,0.5395,41.8621,20.1037,1.6878,Populus canadensis,1,2
4,1.4741,0.4153,0.4157,3.8289,0.2817,0.3563,1.5052,0.4905,0.1,0.3036,0.3259,0.1539,0.0343,6.9583,0.4495,0.1881,-0.6557,0.2812,0.0851,1.4253,39.837,20.4291,1.6745,Populus canadensis,1,2
5,2.0379,0.7431,1.101,5.2347,0.3646,0.5049,2.0772,0.8017,0.45,0.718,0.386,0.1558,0.0446,2.6334,0.4702,0.1984,-0.7095,0.2728,0.0846,2.14,38.3618,25.16,2.5059,Populus canadensis,1,2
6,1.8046,0.6626,0.8674,4.6552,0.3672,0.503,1.8955,0.7372,0.2,0.5979,0.3889,0.1508,0.0595,5.2851,0.4938,0.2224,-0.6647,0.2953,0.1024,2.5627,41.1514,31.9024,2.4609,Populus canadensis,1,2
