label,major_axis_length,minor_axis_length,area,perimeter,ratio,roundness,maj_len,min_len,min_pos,min_len05,ratio_contour,hue_mean,hue_std,hue_skew,sat_mean,sat_std,sat_skew,val_mean,val_std,val_skew,int_mean,int_std,int_skew,name,location,img_no
25,0.5885,0.3318,0.1502,1.606,0.5638,0.7318,0.6045,0.3352,0.33,0.3227,0.5545,0.1088,0.1228,5.9519,0.5946,0.1921,-1.4368,0.4648,0.0834,0.4196,47.1789,20.7792,1.0237,Tilia platyphyllos,1,1
26,0.5142,0.2807,0.1099,1.4379,0.5459,0.668,0.5283,0.2795,0.36,0.2662,0.5291,0.134,0.1011,6.3985,0.564,0.2336,-1.0197,0.3443,0.0774,0.7144,38.7706,23.0046,1.2052,Tilia platyphyllos,1,1
27,0.3893,0.2435,0.0736,1.1331,0.6255,0.7204,0.4247,0.2546,0.5,0.251,0.5995,0.1425,0.096,5.9535,0.4399,0.2133,-0.5345,0.3172,0.0769,0.0369,45.0465,20.5236,1.2001,Tilia platyphyllos,1,1
28,0.4113,0.2482,0.0792,1.1266,0.6035,0.7841,0.4221,0.2495,0.46,0.2437,0.5911,0.0971,0.1275,5.9495,0.5497,0.1996,-1.2777,0.3966,0.0651,0.5752,45.3979,20.9274,1.2978,Tilia platyphyllos,1,1
29,0.4799,0.3075,0.1145,1.38,0.6408,0.7555,0.4898,0.3147,0.39,0.2989,0.6425,0.1354,0.0519,5.0518,0.3487,0.216,0.0909,0.227,0.0845,0.6357,37.3442,20.4593,1.6668,Tilia platyphyllos,1,1
30,0.5902,0.3509,0.1588,1.6823,0.5945,0.7051,0.6131,0.3682,0.4,0.3452,0.6006,0.1271,0.0376,6.5153,0.3577,0.1773,-0.0447,0.2555,0.0801,1.3019,41.7456,18.7627,1.7344,Tilia platyphyllos,1,1
31,0.4846,0.2629,0.0995,1.2918,0.5425,0.7493,0.5007,0.2686,0.48,0.2636,0.5364,0.1126,0.1059,6.718,0.55,0.1952,-1.2189,0.3528,0.0706,1.1063,41.1662,21.0455,1.226,Tilia platyphyllos,1,1
32,0.5061,0.2698,0.1052,1.3469,0.5331,0.7287,0.5197,0.2786,0.37,0.267,0.5361,0.0694,0.095,7.9424,0.5264,0.1972,-1.0169,0.3532,0.0713,0.8187,43.1246,21.342,1.1823,Tilia platyphyllos,1,1
33,0.3621,0.2336,0.0659,1.0287,0.6451,0.7826,0.3687,0.247,0.51,0.2462,0.6699,0.1118,0.1767,4.3388,0.5565,0.1791,-1.5909,0.4326,0.0686,-0.1826,48.186,17.8072,1.3428,Tilia platyphyllos,1,1
34,0.4127,0.2569,0.0818,1.1882,0.6225,0.7281,0.4356,0.267,0.36,0.2602,0.6129,0.0862,0.0728,7.0981,0.5053,0.2055,-1.0,0.3926,0.0992,-0.0826,48.8716,22.2082,1.2446,Tilia platyphyllos,1,1
35,0.5362,0.342,0.1405,1.5318,0.6378,0.7525,0.5523,0.3523,0.27,0.332,0.6379,0.1338,0.0501,10.2455,0.3005,0.1393,-0.3129,0.2196,0.0714,2.3365,39.8659,18.2679,2.0742,Tilia platyphyllos,1,1
36,0.5304,0.2932,0.121,1.4376,0.5528,0.7357,0.5485,0.3036,0.4,0.2995,0.5535,0.1354,0.0975,7.2002,0.6033,0.2154,-1.1908,0.383,0.056,1.0774,39.2666,22.6946,1.2076,Tilia platyphyllos,1,1
37,0.5138,0.2755,0.1095,1.3597,0.5362,0.7443,0.5261,0.2853,0.45,0.2724,0.5423,0.1362,0.0959,7.4001,0.5399,0.1645,-1.6386,0.4239,0.0525,0.1722,49.5622,17.7342,1.3618,Tilia platyphyllos,1,1
38,0.5133,0.3327,0.1322,1.489,0.6482,0.7493,0.5448,0.3459,0.39,0.3393,0.6349,0.1192,0.0654,8.7457,0.4232,0.2149,-0.3652,0.2856,0.0885,0.1662,42.1638,22.2114,1.1214,Tilia platyphyllos,1,1
39,0.5594,0.2901,0.1259,1.5073,0.5186,0.6964,0.5589,0.2965,0.33,0.2783,0.5305,0.152,0.076,7.8804,0.4524,0.1869,-0.9491,0.318,0.0853,0.3624,44.2828,20.0568,1.4116,Tilia platyphyllos,1,1
40,0.4705,0.2948,0.1058,1.3454,0.6266,0.7345,0.495,0.3077,0.39,0.2943,0.6216,0.136,0.04,4.9839,0.3408,0.1612,-0.2991,0.2505,0.0682,1.0146,42.6218,18.0617,1.567,Tilia platyphyllos,1,1
41,0.3182,0.2047,0.0509,0.9028,0.6433,0.7848,0.3332,0.2112,0.51,0.2105,0.6339,0.1683,0.1069,5.8699,0.5231,0.206,-0.9896,0.4228,0.0919,0.0242,50.605,21.9166,0.8193,Tilia platyphyllos,1,1
42,0.523,0.268,0.1081,1.4339,0.5124,0.6607,0.5448,0.2747,0.37,0.2668,0.5042,0.1213,0.1526,4.8281,0.5888,0.1859,-1.5747,0.4813,0.0769,0.4424,50.0763,21.1957,0.9021,Tilia platyphyllos,1,1
43,0.4437,0.2354,0.0813,1.18,0.5305,0.7337,0.4479,0.2365,0.56,0.232,0.528,0.1371,0.0972,6.8101,0.5901,0.2371,-0.9921,0.3812,0.0575,-0.3282,39.9059,24.6581,1.2368,Tilia platyphyllos,1,1
44,0.5678,0.2817,0.1246,1.4581,0.4961,0.7365,0.5863,0.2947,0.49,0.2877,0.5026,0.1373,0.0743,9.4093,0.3935,0.1775,-0.2237,0.315,0.0878,0.789,46.8875,15.4318,1.8346,Tilia platyphyllos,1,1
45,0.3953,0.2349,0.0719,1.0955,0.5942,0.7529,0.4048,0.2373,0.51,0.2341,0.5862,0.1222,0.1066,6.4374,0.5627,0.2237,-1.1899,0.3509,0.0583,1.1746,40.0514,23.5976,1.3427,Tilia platyphyllos,1,1
46,0.5015,0.3252,0.1249,1.4234,0.6485,0.7747,0.5053,0.3286,0.1,0.3142,0.6503,0.1266,0.1178,6.0452,0.4872,0.234,-0.7824,0.3128,0.0894,0.0585,39.8374,21.3123,1.4984,Tilia platyphyllos,1,1
47,0.5474,0.3284,0.139,1.4977,0.5999,0.7787,0.5498,0.3356,0.48,0.3283,0.6104,0.0792,0.0667,8.5147,0.4991,0.2353,-0.7663,0.315,0.0868,0.4069,40.4973,23.5666,1.2058,Tilia platyphyllos,1,1
48,0.5098,0.331,0.1306,1.4347,0.6493,0.7973,0.5282,0.3413,0.36,0.3287,0.6462,0.109,0.0646,9.4431,0.4307,0.2191,-0.2161,0.2751,0.0654,0.6085,40.3061,20.2275,1.2402,Tilia platyphyllos,1,1
49,0.4955,0.3071,0.1169,1.3771,0.6198,0.7746,0.5061,0.3162,0.38,0.3007,0.6248,0.1303,0.0769,8.5954,0.4625,0.1829,-0.941,0.3805,0.0442,-0.3863,52.0971,18.576,1.0777,Tilia platyphyllos,1,1
50,0.3956,0.2374,0.0733,1.0875,0.6001,0.7789,0.4178,0.2458,0.47,0.2432,0.5883,0.1418,0.0896,7.906,0.5548,0.2105,-1.0634,0.3854,0.0661,-0.571,43.1128,20.2933,1.2921,Tilia platyphyllos,1,1
51,0.5416,0.3163,0.1295,1.6556,0.584,0.5937,0.6139,0.3405,0.54,0.3229,0.5547,0.0803,0.1032,7.2343,0.5693,0.1568,-1.7314,0.449,0.0699,0.1559,49.3701,19.106,1.198,Tilia platyphyllos,1,1
52,0.5034,0.314,0.1222,1.4496,0.6238,0.7308,0.5361,0.3225,0.42,0.3158,0.6016,0.1117,0.127,5.7392,0.5705,0.2242,-1.2264,0.4235,0.0935,-0.0809,44.3095,20.5571,1.3137,Tilia platyphyllos,1,1
53,0.3385,0.2276,0.0599,0.9565,0.6724,0.8227,0.3542,0.2345,0.44,0.2325,0.6621,0.123,0.1086,6.8263,0.5608,0.2216,-1.1214,0.3913,0.0609,0.776,43.8248,23.1824,1.2137,Tilia platyphyllos,1,1
54,0.5098,0.3158,0.1254,1.3949,0.6195,0.8099,0.5215,0.3231,0.42,0.3103,0.6196,0.1348,0.0717,6.2074,0.3536,0.1927,-0.2711,0.2802,0.1069,0.743,43.9137,17.5261,1.6748,Tilia platyphyllos,1,1
55,0.3039,0.1808,0.0428,0.8416,0.5949,0.7594,0.3169,0.1861,0.46,0.1852,0.5873,0.145,0.1105,5.5712,0.2914,0.2024,0.2665,0.2823,0.0798,0.6806,50.5393,20.7009,1.055,Tilia platyphyllos,1,1
1,0.3121,0.2003,0.0486,0.872,0.6418,0.8032,0.3069,0.2116,0.57,0.1997,0.6895,0.1303,0.0455,7.9923,0.4722,0.235,-0.6225,0.3661,0.0639,0.3552,50.0433,25.5949,0.8867,Tilia platyphyllos,1,2
2,0.4589,0.2741,0.0985,1.2359,0.5973,0.8104,0.4745,0.2818,0.5,0.2765,0.5939,0.1198,0.0383,12.074,0.5468,0.2599,-0.4803,0.3139,0.0615,0.6374,38.8925,26.6695,0.9213,Tilia platyphyllos,1,2
3,0.5388,0.3293,0.137,1.5322,0.6112,0.7333,0.5497,0.3386,0.43,0.3258,0.616,0.1488,0.0628,8.7715,0.5326,0.2356,-0.8399,0.3551,0.0625,-0.2254,42.9848,24.5744,1.1998,Tilia platyphyllos,1,2
4,0.5075,0.325,0.1274,1.4935,0.6404,0.7177,0.5305,0.3245,0.45,0.3136,0.6117,0.1621,0.0377,1.6158,0.2788,0.1706,-0.0649,0.2126,0.0814,1.6597,41.2062,24.6228,1.6003,Tilia platyphyllos,1,2
5,0.566,0.3684,0.159,1.6269,0.6509,0.7549,0.5839,0.3779,0.33,0.3573,0.6472,0.1352,0.0419,5.4051,0.3368,0.1767,-0.1331,0.2757,0.0902,0.4601,46.2645,20.7387,1.441,Tilia platyphyllos,1,2
6,0.5295,0.3594,0.1442,1.7259,0.6788,0.6083,0.5752,0.3994,0.4,0.3433,0.6944,0.1192,0.0278,1.9848,0.4429,0.2059,-0.7401,0.2831,0.0777,0.3528,41.5353,24.2552,1.5424,Tilia platyphyllos,1,2
7,0.4305,0.2402,0.0782,1.1555,0.558,0.736,0.4437,0.245,0.54,0.237,0.5522,0.136,0.0422,9.9824,0.3389,0.1658,-0.5653,0.2984,0.0654,0.4299,51.0659,21.0758,1.5059,Tilia platyphyllos,1,2
8,0.5351,0.3139,0.1309,1.5192,0.5866,0.7127,0.5536,0.3246,0.41,0.3197,0.5863,0.1375,0.0463,11.698,0.3944,0.1979,-0.3565,0.2907,0.1041,0.846,44.1464,21.4102,1.5418,Tilia platyphyllos,1,2
9,0.4696,0.2875,0.1035,1.3115,0.6122,0.7562,0.4938,0.2944,0.39,0.2807,0.5962,0.0998,0.1322,6.1045,0.5318,0.1795,-1.0683,0.3901,0.0656,-0.3045,47.087,20.1161,1.0161,Tilia platyphyllos,1,2
10,0.5369,0.3088,0.1293,1.4632,0.5752,0.7589,0.5542,0.3253,0.51,0.3215,0.587,0.1447,0.0572,9.2219,0.4628,0.2402,-0.5261,0.3387,0.0745,0.4323,46.8771,24.6712,0.9698,Tilia platyphyllos,1,2
11,0.4519,0.2662,0.094,1.24,0.5891,0.7682,0.475,0.2749,0.38,0.269,0.5787,0.1383,0.044,7.9702,0.2726,0.1289,-0.2342,0.266,0.0722,0.9587,49.9435,19.2342,1.4742,Tilia platyphyllos,1,2
12,0.4247,0.2082,0.0666,1.3099,0.4902,0.4878,0.4568,0.2204,0.5,0.2167,0.4825,0.1268,0.0411,12.3093,0.2849,0.1444,0.2265,0.2875,0.0795,0.9345,52.6928,19.6552,1.3704,Tilia platyphyllos,1,2
13,0.5383,0.2941,0.1231,1.4286,0.5463,0.758,0.5373,0.2995,0.42,0.2899,0.5574,0.1467,0.0266,6.4704,0.3638,0.1705,-0.3893,0.3148,0.0738,0.4139,51.5706,20.9572,1.1771,Tilia platyphyllos,1,2
14,0.4661,0.2509,0.0911,1.2229,0.5383,0.7655,0.4791,0.2564,0.41,0.2454,0.5352,0.1471,0.0326,6.8186,0.3446,0.1584,-0.14,0.2861,0.0629,1.4746,47.9573,17.0575,1.7799,Tilia platyphyllos,1,2
15,0.4917,0.2898,0.1066,1.4752,0.5894,0.6156,0.5391,0.2938,0.33,0.2904,0.545,0.1486,0.0516,11.9375,0.3826,0.1727,-0.7208,0.32,0.0772,0.6343,50.6912,20.3805,1.2511,Tilia platyphyllos,1,2
16,0.4195,0.2462,0.0796,1.177,0.5869,0.7221,0.4391,0.2496,0.48,0.2445,0.5684,0.0916,0.079,8.3617,0.4697,0.2053,-0.7117,0.3284,0.0715,1.0568,45.2932,22.7313,1.1708,Tilia platyphyllos,1,2
17,0.3988,0.1969,0.0611,1.0172,0.4937,0.7421,0.4032,0.1977,0.53,0.1933,0.4903,0.1391,0.0291,4.7658,0.494,0.2105,-0.7716,0.38,0.052,0.2153,48.941,22.1435,1.2066,Tilia platyphyllos,1,2
18,0.5335,0.3122,0.1289,1.4867,0.5852,0.7329,0.5438,0.324,0.47,0.3111,0.5958,0.1479,0.059,8.7123,0.343,0.1785,-0.2553,0.3006,0.0973,0.4774,49.6517,20.5294,1.3145,Tilia platyphyllos,1,2
19,0.4253,0.2565,0.0849,1.1663,0.6031,0.7843,0.4493,0.2663,0.32,0.2582,0.5927,0.1071,0.0381,8.3567,0.4884,0.2143,-0.7042,0.3378,0.0558,0.727,45.3798,23.9181,1.1158,Tilia platyphyllos,1,2
20,0.3409,0.1964,0.0521,0.9255,0.5761,0.7644,0.3528,0.2063,0.48,0.199,0.5848,0.1457,0.0526,3.1309,0.2184,0.1268,0.1558,0.2482,0.0711,0.7714,49.8277,18.6841,1.4061,Tilia platyphyllos,1,2
21,0.4031,0.242,0.0757,1.1354,0.6003,0.7379,0.3922,0.2419,0.41,0.2371,0.6168,0.1351,0.0418,10.5514,0.2995,0.1712,0.1729,0.2912,0.0796,1.1922,52.0263,20.1207,1.2629,Tilia platyphyllos,1,2
22,0.5538,0.3119,0.133,1.5353,0.5632,0.709,0.5746,0.3247,0.41,0.3103,0.5651,0.132,0.0324,11.208,0.2411,0.1081,-0.3868,0.2474,0.0822,2.3761,48.0486,17.981,1.8359,Tilia platyphyllos,1,2
23,0.5145,0.3085,0.1223,1.4204,0.5996,0.7618,0.5252,0.3129,0.29,0.2896,0.5958,0.1188,0.0354,13.3939,0.4172,0.1834,-0.4875,0.3322,0.0723,0.5058,49.7772,21.6216,1.212,Tilia platyphyllos,1,2
24,0.5585,0.2919,0.1264,1.579,0.5226,0.6371,0.593,0.3013,0.59,0.2942,0.5081,0.1328,0.0332,11.2464,0.3602,0.177,-0.4352,0.3004,0.0696,1.001,49.8455,21.02,1.1572,Tilia platyphyllos,1,2
25,0.3549,0.2114,0.0582,0.9748,0.5957,0.7697,0.3688,0.2135,0.55,0.2115,0.5789,0.0851,0.1211,6.552,0.4038,0.1766,-0.7478,0.3569,0.0821,-0.0177,54.1967,21.0027,1.0292,Tilia platyphyllos,1,2
26,0.2746,0.1845,0.0388,0.8228,0.6719,0.7202,0.2926,0.1923,0.5,0.187,0.6572,0.1306,0.0834,8.6874,0.4204,0.1905,-0.5351,0.3709,0.0734,0.9825,55.637,23.4645,0.8532,Tilia platyphyllos,1,2
27,0.429,0.2915,0.0954,1.3272,0.6795,0.6806,0.456,0.2909,0.52,0.284,0.6379,0.091,0.0807,8.8572,0.506,0.2117,-0.9438,0.4055,0.0817,-0.3257,50.1911,21.5233,0.9761,Tilia platyphyllos,1,2
28,0.42,0.2488,0.0799,1.2017,0.5924,0.6953,0.4169,0.2596,0.14,0.2412,0.6227,0.091,0.049,12.1206,0.4222,0.1694,-0.6324,0.3639,0.0749,0.6189,54.0221,21.0473,0.9852,Tilia platyphyllos,1,2
29,0.5608,0.3395,0.1464,1.5661,0.6054,0.7501,0.5855,0.3507,0.35,0.3357,0.599,0.1263,0.0563,11.5441,0.3876,0.1806,-0.1787,0.3423,0.079,0.2028,51.6806,16.0859,1.7199,Tilia platyphyllos,1,2
30,0.545,0.2854,0.1182,1.5064,0.5237,0.6546,0.582,0.2993,0.32,0.2902,0.5143,0.1246,0.0449,9.3605,0.4637,0.1971,-0.6651,0.3493,0.0847,0.9741,48.8843,24.3525,0.9691,Tilia platyphyllos,1,2
31,0.4911,0.1836,0.0648,1.2361,0.3739,0.5329,0.4949,0.2005,0.28,0.1294,0.4051,0.1147,0.0511,10.6972,0.3872,0.19,-0.2098,0.3537,0.0742,0.6617,56.2296,23.2225,0.6001,Tilia platyphyllos,1,2
32,0.5963,0.3441,0.1595,1.6053,0.5771,0.7778,0.6104,0.3545,0.42,0.3432,0.5808,0.1407,0.0433,11.3684,0.4125,0.2071,-0.1901,0.3063,0.0756,0.497,46.9694,23.9003,0.9629,Tilia platyphyllos,1,2
33,0.4189,0.2469,0.0806,1.1281,0.5894,0.7959,0.4236,0.2498,0.43,0.2428,0.5897,0.1259,0.0606,10.7175,0.3948,0.187,-0.3478,0.3567,0.0766,0.6738,54.2351,19.7265,1.9495,Tilia platyphyllos,1,2
34,0.5296,0.2704,0.1108,1.4666,0.5106,0.6473,0.5829,0.2781,0.54,0.2744,0.4771,0.1011,0.0863,9.088,0.5351,0.1687,-1.3858,0.4479,0.0696,0.3099,52.3659,18.1179,1.245,Tilia platyphyllos,1,2
35,0.4713,0.2967,0.1074,1.3898,0.6295,0.6987,0.4971,0.3012,0.41,0.2902,0.6059,0.0979,0.0925,7.9741,0.5207,0.1814,-1.3498,0.4524,0.0706,0.0448,54.0684,18.1133,1.3447,Tilia platyphyllos,1,2
36,0.5841,0.3314,0.1512,1.5992,0.5674,0.7429,0.607,0.3461,0.45,0.3406,0.5702,0.1365,0.034,6.3601,0.3623,0.173,-0.6513,0.3187,0.0618,0.4953,51.8678,18.7199,1.5163,Tilia platyphyllos,1,2
37,0.4189,0.2204,0.0719,1.1419,0.5261,0.6929,0.4494,0.2267,0.49,0.2226,0.5045,0.0825,0.054,9.4966,0.465,0.1711,-1.0186,0.4083,0.0703,1.1,55.7149,20.5121,1.1613,Tilia platyphyllos,1,2
38,0.5363,0.3037,0.126,1.4401,0.5663,0.7635,0.5341,0.3114,0.47,0.2892,0.583,0.1206,0.039,13.9049,0.4468,0.1801,-0.8263,0.3824,0.0528,-0.3881,53.3636,17.8381,1.3715,Tilia platyphyllos,1,2
39,0.4488,0.3155,0.1101,1.3157,0.703,0.7993,0.4662,0.3232,0.54,0.3189,0.6933,0.133,0.037,10.3178,0.4736,0.2063,-0.6111,0.377,0.0697,0.6511,50.243,21.6328,1.0512,Tilia platyphyllos,1,2
40,0.5614,0.3159,0.1368,1.5145,0.5627,0.7495,0.5777,0.3256,0.42,0.3104,0.5636,0.1586,0.0602,10.6811,0.5128,0.1874,-1.2961,0.4062,0.0549,-0.189,50.4058,20.3831,1.4267,Tilia platyphyllos,1,2
41,0.4749,0.2971,0.1086,1.3728,0.6256,0.7241,0.4938,0.2986,0.31,0.2906,0.6047,0.0804,0.1078,7.6934,0.4685,0.1542,-1.3027,0.436,0.0676,0.6916,58.8794,18.5401,1.1392,Tilia platyphyllos,1,2
42,0.5137,0.2824,0.1127,1.3652,0.5497,0.7599,0.5229,0.286,0.42,0.2794,0.5469,0.087,0.0418,10.5946,0.4575,0.1653,-1.0287,0.3696,0.0585,0.7156,51.794,20.118,1.1422,Tilia platyphyllos,1,2
43,0.4263,0.2607,0.0863,1.1887,0.6115,0.7675,0.4374,0.2705,0.5,0.2652,0.6184,0.1322,0.0566,10.7951,0.3937,0.2037,-0.1066,0.3363,0.0866,0.5084,50.7911,20.0953,1.3178,Tilia platyphyllos,1,2
44,0.4441,0.2246,0.0767,1.1629,0.5057,0.7127,0.4524,0.231,0.31,0.2175,0.5106,0.1316,0.0602,9.8451,0.5154,0.1741,-1.4666,0.4579,0.0668,-0.1593,55.7119,18.2888,1.2251,Tilia platyphyllos,1,2
45,0.5183,0.3352,0.1351,1.4775,0.6467,0.7777,0.5473,0.3511,0.4,0.3439,0.6415,0.0842,0.0692,9.9998,0.4756,0.1788,-1.104,0.3936,0.0667,1.2454,52.5513,20.0659,1.3145,Tilia platyphyllos,1,2
46,0.4161,0.25,0.0798,1.1732,0.6008,0.7286,0.4535,0.2625,0.39,0.2532,0.5788,0.0925,0.0608,10.7983,0.458,0.1614,-1.2397,0.4119,0.0525,0.1985,56.393,16.5838,1.5212,Tilia platyphyllos,1,2
47,0.5856,0.3472,0.1567,1.636,0.5929,0.7357,0.6299,0.3612,0.4,0.3487,0.5734,0.1192,0.0322,12.7019,0.392,0.155,-0.6253,0.3698,0.0502,0.5861,57.6305,18.2383,1.113,Tilia platyphyllos,1,2
48,0.6202,0.3877,0.1869,1.8069,0.6251,0.7194,0.6367,0.3909,0.4,0.3822,0.6139,0.1397,0.0673,8.2835,0.3694,0.1807,-0.5153,0.3289,0.1006,0.3864,51.4691,19.4411,1.4111,Tilia platyphyllos,1,2
49,0.5241,0.3321,0.1347,1.461,0.6337,0.793,0.5308,0.3405,0.36,0.3191,0.6415,0.1266,0.0351,4.5607,0.2688,0.1232,-0.4302,0.2802,0.0657,1.1222,53.0539,18.9986,1.459,Tilia platyphyllos,1,2
50,0.4999,0.2853,0.1101,1.3821,0.5707,0.7243,0.5205,0.2935,0.35,0.283,0.5639,0.1203,0.0269,9.0004,0.2998,0.1256,-0.6913,0.309,0.0494,1.1299,55.7738,16.9665,1.6561,Tilia platyphyllos,1,2
51,0.5941,0.3077,0.1406,1.5875,0.5179,0.7011,0.6103,0.3132,0.37,0.2996,0.5132,0.1402,0.0465,11.5071,0.4761,0.2043,-0.8568,0.371,0.0573,0.1385,48.6702,19.2167,1.5862,Tilia platyphyllos,1,2
1,0.4168,0.2588,0.0832,1.1881,0.6209,0.7407,0.4342,0.268,0.51,0.2557,0.6172,0.1528,0.036,1.3992,0.2443,0.1404,-0.1588,0.2298,0.092,1.0511,46.3034,25.9594,1.26,Tilia platyphyllos,1,3
2,0.4575,0.2922,0.1039,1.3012,0.6387,0.7711,0.4676,0.3001,0.48,0.2908,0.6418,0.141,0.0714,8.4083,0.4074,0.2261,-0.252,0.2707,0.0866,0.2941,42.1782,25.4563,1.3428,Tilia platyphyllos,1,3
3,0.4337,0.2958,0.0982,1.2629,0.682,0.7737,0.4437,0.3138,0.24,0.2886,0.7072,0.1443,0.028,0.6769,0.3411,0.1774,-0.3111,0.2289,0.0878,1.1749,41.2666,26.3478,1.3217,Tilia platyphyllos,1,3
4,0.3677,0.2434,0.0693,1.0601,0.662,0.7749,0.3683,0.2482,0.41,0.2368,0.6739,0.1487,0.0567,9.9472,0.4991,0.2547,-0.5097,0.3121,0.0756,0.2741,40.6631,26.1277,1.2727,Tilia platyphyllos,1,3
5,0.453,0.2262,0.0776,1.2865,0.4993,0.5892,0.4961,0.2403,0.54,0.2293,0.4844,0.1391,0.0882,7.7968,0.4407,0.2245,-0.2947,0.2854,0.1141,0.6327,41.472,25.4741,1.0704,Tilia platyphyllos,1,3
6,0.5918,0.3275,0.1484,1.6148,0.5534,0.7152,0.602,0.3325,0.32,0.3066,0.5523,0.1114,0.0459,10.1143,0.5353,0.2787,-0.3927,0.2837,0.0842,0.9429,34.6488,26.5789,1.2574,Tilia platyphyllos,1,3
7,0.3282,0.1807,0.045,0.9003,0.5506,0.6977,0.3298,0.1863,0.32,0.1649,0.5649,0.1183,0.0608,8.7628,0.3206,0.1724,-0.1699,0.2675,0.0936,0.4404,47.3466,24.1503,1.1548,Tilia platyphyllos,1,3
8,0.5803,0.3253,0.1449,1.7234,0.5606,0.6131,0.5948,0.3304,0.59,0.3164,0.5555,0.1481,0.0574,9.3944,0.4155,0.2006,-0.579,0.2772,0.1018,0.8132,40.7006,21.0738,1.6559,Tilia platyphyllos,1,3
9,0.6377,0.3306,0.1626,1.7203,0.5184,0.6904,0.6489,0.3425,0.49,0.3388,0.5278,0.1468,0.0622,7.7485,0.3248,0.1913,0.3402,0.2277,0.1152,1.1361,39.3695,25.1265,1.5102,Tilia platyphyllos,1,3
10,0.5454,0.3101,0.1309,1.4919,0.5686,0.739,0.5548,0.3195,0.42,0.3118,0.5759,0.1202,0.0352,6.6603,0.3996,0.184,-0.6224,0.2485,0.0706,0.7996,39.3643,21.1021,1.6421,Tilia platyphyllos,1,3
11,0.528,0.3145,0.127,1.4925,0.5956,0.7164,0.5469,0.3194,0.37,0.3127,0.584,0.1394,0.089,7.464,0.5906,0.2395,-1.0524,0.3638,0.0734,0.5818,38.8993,25.8903,1.2274,Tilia platyphyllos,1,3
12,0.5462,0.2591,0.1091,1.4077,0.4744,0.6919,0.5355,0.2677,0.36,0.2442,0.4999,0.1236,0.0504,9.9592,0.3976,0.1906,-0.4242,0.2577,0.0682,0.8912,40.7695,21.4192,1.6827,Tilia platyphyllos,1,3
13,0.522,0.2993,0.1206,1.467,0.5734,0.7042,0.5431,0.3081,0.43,0.2957,0.5673,0.1618,0.0699,7.682,0.4926,0.2533,-0.6574,0.2953,0.1002,0.3426,36.9091,21.8776,1.6162,Tilia platyphyllos,1,3
14,0.5424,0.3062,0.1276,1.5462,0.5645,0.6707,0.5529,0.3133,0.46,0.3018,0.5666,0.142,0.0334,1.2738,0.3394,0.1785,0.1274,0.303,0.1181,0.6914,49.4604,22.7224,1.4624,Tilia platyphyllos,1,3
15,0.4723,0.3047,0.1116,1.3551,0.6451,0.7637,0.4853,0.3095,0.61,0.3039,0.6377,0.1256,0.0617,9.9436,0.5276,0.2228,-0.9841,0.3204,0.0761,0.305,39.3271,22.9419,1.3979,Tilia platyphyllos,1,3
16,0.5372,0.3305,0.1369,1.5766,0.6152,0.6921,0.5595,0.3404,0.39,0.3248,0.6084,0.1269,0.0452,8.7936,0.4394,0.2386,-0.4456,0.3073,0.0865,0.2629,42.7038,21.7668,1.5373,Tilia platyphyllos,1,3
17,0.448,0.2801,0.096,1.2751,0.6252,0.742,0.4669,0.2873,0.37,0.2729,0.6153,0.1288,0.0756,9.1359,0.4368,0.2179,-0.4646,0.2874,0.0788,0.4962,40.9737,20.3827,1.4255,Tilia platyphyllos,1,3
18,0.4862,0.2977,0.1115,1.3612,0.6123,0.7562,0.4912,0.3053,0.38,0.2776,0.6215,0.1594,0.0643,9.1688,0.3215,0.1643,-0.2393,0.2617,0.0886,0.4765,45.0794,20.5715,1.6844,Tilia platyphyllos,1,3
19,0.4158,0.258,0.0826,1.1575,0.6205,0.7747,0.4139,0.2667,0.35,0.2469,0.6444,0.1447,0.034,13.903,0.4203,0.1851,-0.7881,0.2965,0.0859,1.4709,44.6927,22.2183,1.4237,Tilia platyphyllos,1,3
20,0.4017,0.2317,0.0724,1.1044,0.5768,0.7459,0.4174,0.2454,0.63,0.2258,0.5879,0.114,0.0637,10.549,0.3913,0.1865,-0.3864,0.2755,0.0825,1.0952,42.6789,19.6522,1.6128,Tilia platyphyllos,1,3
21,0.5217,0.2655,0.1067,1.3585,0.5089,0.7265,0.5188,0.2794,0.44,0.27,0.5386,0.1404,0.0704,8.4998,0.5622,0.2148,-1.0277,0.3385,0.0584,0.6919,38.6876,22.3058,1.336,Tilia platyphyllos,1,3
22,0.5933,0.2924,0.1349,1.578,0.4928,0.6808,0.5998,0.3022,0.4,0.2905,0.5038,0.1491,0.0492,9.2175,0.3798,0.1799,-0.6097,0.2921,0.0799,0.1981,46.4656,21.0923,1.4845,Tilia platyphyllos,1,3
23,0.5151,0.3387,0.1329,1.4978,0.6575,0.7444,0.5416,0.3563,0.39,0.3321,0.6579,0.1203,0.0404,9.425,0.3361,0.1557,-0.1998,0.2434,0.075,1.0117,41.8585,20.0206,1.7828,Tilia platyphyllos,1,3
24,0.4936,0.2902,0.1108,1.382,0.5879,0.729,0.5053,0.2984,0.44,0.2879,0.5905,0.1042,0.0699,10.3883,0.4496,0.1792,-0.489,0.3738,0.094,0.1067,51.6656,19.8587,0.9031,Tilia platyphyllos,1,3
